Date,Name,Year,Letterboxd URI
2024-03-20,Inside the Mind of a Cat,2022,https://boxd.it/BV14
2024-03-21,Poor Things,2023,https://boxd.it/tNWU
2024-03-22,Madame Web,2024,https://boxd.it/nwD0
2024-04-01,Anyone But You,2023,https://boxd.it/EzA8
2024-04-02,All of Us Strangers,2023,https://boxd.it/Bz3C
2024-04-02,Carol & the End of the World,2023,https://boxd.it/KihU
2024-04-05,The Tenants,1987,https://boxd.it/7WVs
2024-04-05,The Autopsy of Jane Doe,2016,https://boxd.it/dUu2
2024-04-07,Dirty Grandpa,2016,https://boxd.it/99pG
2024-04-12,The Zone of Interest,2023,https://boxd.it/gJsA
2024-04-26,Monkey Man,2024,https://boxd.it/kvsO
2024-05-11,The Little Things,2021,https://boxd.it/mdxU
2024-05-11,Baby Reindeer,2024,https://boxd.it/MwSa
2024-05-18,Graphic Sexual Horror,2009,https://boxd.it/y6c
2024-05-18,The Minimalists: Less Is Now,2021,https://boxd.it/t5Ww
2024-05-21,Fifty Shades of Grey,2015,https://boxd.it/6qLo
2024-05-22,Fifty Shades Darker,2017,https://boxd.it/bm2E
2024-05-25,Fifty Shades Freed,2018,https://boxd.it/bb5C
2024-06-02,365 Days,2020,https://boxd.it/oJ9O
2024-06-04,Carrie,2013,https://boxd.it/4kC2
2024-06-07,Immaculate,2024,https://boxd.it/Douw
2024-06-12,The Fall Guy,2024,https://boxd.it/s0Bm
2024-06-13,The Strangers: Chapter 1,2024,https://boxd.it/CcEM
2024-06-14,Nimic,2019,https://boxd.it/n10Q
2024-06-15,Hit Man,2023,https://boxd.it/ANB2
2024-06-18,Am I OK?,2022,https://boxd.it/nPqY
2024-06-20,The Idea of You,2024,https://boxd.it/vOW6
2024-06-25,IF,2024,https://boxd.it/nJwG
2024-06-28,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk
2024-06-30,8:46,2020,https://boxd.it/qL5e
2024-07-10,Civil War,2024,https://boxd.it/z1jW
2024-07-16,Society of the Snow,2023,https://boxd.it/y9aw
2024-07-24,Bad Boys: Ride or Die,2024,https://boxd.it/l3Ki
2024-08-09,Inside Out,2015,https://boxd.it/4KHC
2024-08-16,MaXXXine,2024,https://boxd.it/CIM4
2024-08-16,Passengers,2016,https://boxd.it/8lFu
2024-08-17,A Quiet Place: Day One,2024,https://boxd.it/sDAi
2024-08-20,Air,2023,https://boxd.it/Arlc
2024-08-22,Snatch,2000,https://boxd.it/2b7U
2024-08-23,National Anthem,2023,https://boxd.it/EWDE
2024-08-27,Longlegs,2024,https://boxd.it/KzLM
2024-08-28,The Killer,2024,https://boxd.it/ADLG
2024-08-30,Blonde,2022,https://boxd.it/9AG0
2024-09-03,Twisters,2024,https://boxd.it/qV7a
2024-09-05,Oddity,2024,https://boxd.it/K9pg
2024-09-06,Trap,2024,https://boxd.it/D4nK
2024-09-26,Kinds of Kindness,2024,https://boxd.it/CWPw
2024-10-04,Deadpool & Wolverine,2024,https://boxd.it/jq8s
2024-10-09,Wolfs,2024,https://boxd.it/x6zG
2024-10-16,The Substance,2024,https://boxd.it/zanS
2024-10-17,The Platform 2,2024,https://boxd.it/Gz88
2024-10-18,Daddio,2023,https://boxd.it/vOlY
2024-10-25,Sleep,2023,https://boxd.it/Aqmo
2024-10-26,Strange Darling,2023,https://boxd.it/CVIk
2024-10-28,Canary Black,2024,https://boxd.it/AT78
2024-10-29,My Favourite Cake,2024,https://boxd.it/KU6K
2024-11-22,Smile 2,2024,https://boxd.it/FDA4
2024-12-12,Late Night with the Devil,2023,https://boxd.it/zo6G
2024-12-17,Emilia Pérez,2024,https://boxd.it/AP3G
2025-01-16,The Dentist,1996,https://boxd.it/1YlO
2025-01-24,The Dentist 2,1998,https://boxd.it/188S
2025-01-24,The Image,1975,https://boxd.it/2ims
2025-02-05,Babygirl,2024,https://boxd.it/Fvai
2025-02-07,Back in Action,2025,https://boxd.it/By9k
2025-02-15,Anora,2024,https://boxd.it/Egcw
2025-02-21,Conclave,2024,https://boxd.it/AO8q
2025-02-21,Cuckoo,2024,https://boxd.it/wMjI
2025-03-02,Companion,2025,https://boxd.it/F04o
2025-03-04,Flow,2024,https://boxd.it/v1Ei
2025-03-18,The Gorge,2025,https://boxd.it/zRqK
2025-03-20,Suspiria,2018,https://boxd.it/cioI
2025-03-21,The Electric State,2025,https://boxd.it/tev0
2025-03-26,Adolescence,2025,https://boxd.it/TFGw
2025-04-09,Novocaine,2025,https://boxd.it/JmdA
2025-04-10,Mickey 17,2025,https://boxd.it/q1Dk
2025-04-11,The Monkey,2025,https://boxd.it/Gwiu
2025-04-18,A Working Man,2025,https://boxd.it/Jpmq
2025-04-20,Blink Twice,2024,https://boxd.it/vIOg
2025-04-22,The Cabin in the Woods,2011,https://boxd.it/1zOc
2025-05-09,Exterritorial,2025,https://boxd.it/KPu8
2025-06-07,Final Destination,2000,https://boxd.it/1YrC
2025-06-07,Hidden,2020,https://boxd.it/rSiw
2025-06-07,The Mindscape of Alan Moore,2003,https://boxd.it/2hvS
2025-06-12,Final Destination 2,2003,https://boxd.it/1YSS
2025-06-13,The Amateur,2025,https://boxd.it/F9NW
2025-06-15,The Doors,1991,https://boxd.it/1W18
2025-06-15,Poison Ivy,1992,https://boxd.it/1Z7y
2025-06-25,Final Destination 3,2006,https://boxd.it/1Z40
2025-06-25,The Final Destination,2009,https://boxd.it/1EmW
2025-06-26,Final Destination 5,2011,https://boxd.it/r1k
2025-06-28,Sinners,2025,https://boxd.it/KQMM
2025-06-29,Final Destination Bloodlines,2025,https://boxd.it/l5y4
2025-07-02,Thunderbolts*,2025,https://boxd.it/BfbQ
2025-07-03,Ballerina,2025,https://boxd.it/jKqG
2025-07-04,Locked,2025,https://boxd.it/F0gu
